,Номер паспорта,Фамилия,Имя,Отчество,Дата рождения,Пол,Год получения прав,КП во время учёбы,Количество попыток сдачи эказмена,Название автошколы,Код региона получения прав
15707,8225191957,Мясникова,Наина,Тимуровна,2001-02-16,Ж,2021,M,4,Добрый путь,3
15708,4856447662,Герасимова,Валентина,Игоревна,1960-02-06,Ж,2003,M,2,Водитель,61
15709,5291289761,Богданова,Фаина,Даниловна,1982-09-14,Ж,2017,А,1,Автомиг,72
15710,2280205840,Кулагина,Ульяна,Ефимовна,1954-07-11,Ж,1983,А,1,Восход,45
15711,7452859325,Цветкова,Татьяна,Владимировна,2002-12-04,Ж,2021,M,1,Мотор,5
15712,8367512236,Симонов,Карл,Теймуразович,1993-06-14,М,2012,А,1,Автолюбитель,66
15713,7802244138,Громова,Марфа,Эдуардовна,1961-10-16,Ж,1981,M,4,Маршрут,39
15714,4227159183,Кузьмин,Ростислав,Зиновьевич,1994-01-28,М,2016,А,3,Стрела,61
15715,8865614358,Нестерова,Вера,Кирилловна,1997-09-16,Ж,2017,M,4,Профессионал,86
15716,8871028589,Рожкова,Юлия,Мироновна,1968-12-25,Ж,2021,M,3,Эстакада,79
15717,9238527603,Власов,Дмитрий,Гордеевич,1951-08-07,М,1988,А,2,Мотор,91
15718,8200417887,Орехов,Харитон,Васильевич,1990-03-09,М,2015,M,4,Центральная автошкола,76
15719,5676464410,Боброва,Анастасия,Игоревна,1983-12-03,Ж,2004,M,3,За рулем,56
15720,4111748608,Князева,Евфросиния,Геннадиевна,1994-03-04,Ж,2013,А,5,Драйв,28
15721,4953159239,Агафонов,Радим,Андреевич,1997-12-13,М,2016,M,3,Звездный мост,76
15722,4382922151,Наумова,Марфа,Робертовна,1977-02-22,Ж,2012,А,5,Пора за руль,25
15723,0683655160,Белозерова,Светлана,Михайловна,1966-09-18,Ж,1987,А,2,Маршрут,4
15724,6505340989,Моисеева,Галина,Семеновна,1976-02-21,Ж,2002,А,2,Гарант,61
15725,5736555323,Меркушева,Ираида,Юрьевна,1985-05-29,Ж,2004,M,4,Болид,13
15726,0398156380,Назарова,Марина,Тарасовна,2001-03-23,Ж,2019,А,1,Навигатор,56
15727,9924037908,Сидорова,Евпраксия,Вячеславовна,1977-10-02,Ж,1998,M,3,Дюк,60
15728,2105441708,Михайлов,Федосий,Артемьевич,1978-09-19,М,2012,M,2,Ермак,59
15729,4956467143,Корнилов,Ананий,Харитонович,1994-11-15,М,2016,M,4,Топ Драйв,17
15730,4622500436,Одинцов,Евграф,Ефстафьевич,2001-09-22,М,2019,M,1,Автодрайвер,6
15731,7027911197,Горбачева,Надежда,Владимировна,1973-01-19,Ж,2003,А,2,Профессионал,26
15732,3160354357,Щербаков,Пимен,Федосьевич,2002-06-09,М,2020,M,5,Автолайн,13
15733,8990476318,Артемьева,Нонна,Евгеньевна,1954-04-18,Ж,1979,M,2,Автофил,37
15734,2541422158,Лыткина,София,Феликсовна,1957-08-06,Ж,2005,M,4,Мотор,74
15735,6425992845,Носова,Акулина,Вениаминовна,1992-06-05,Ж,2015,А,2,Тутти плюс,7
15736,8331171026,Павлов,Филипп,Демидович,1996-06-28,М,2018,M,3,Первая миля,4
15737,9091776738,Федосеев,Данила,Жоресович,1996-08-29,М,2016,А,4,Пульс,27
15738,8717296435,Субботин,Мстислав,Бориславович,1972-07-13,М,1995,M,2,Пора за руль,64
15739,4964042059,Гришина,Евгения,Матвеевна,1975-04-28,Ж,1999,А,4,Новые горизонты,62
15740,7101327829,Дьячков,Святополк,Федосеевич,1968-11-10,М,1995,M,5,Азбука вождения,57
15741,5171732587,Самойлова,Глафира,Болеславовна,1993-04-21,Ж,2021,А,1,Альфа,5
15742,1362108602,Брагина,Раиса,Наумовна,1961-10-14,Ж,2001,M,1,Шанс,19
15743,3086644128,Некрасова,Елизавета,Ильинична,1966-12-09,Ж,1991,M,5,Золотой руль,60
15744,9981029147,Степанова,Агафья,Макаровна,1951-05-21,Ж,2011,А,5,Продвинутый водитель,11
15745,4926095589,Меркушева,Феврония,Ждановна,1992-01-12,Ж,2011,M,2,Стрела,99
15746,6621400361,Комиссарова,Алевтина,Анатольевна,1994-09-20,Ж,2016,А,3,Приоритет,60
15747,1004319108,Мухин,Влас,Денисович,1952-04-24,М,1998,А,1,Автомаг,99
15748,1392451482,Осипова,Кира,Альбертовна,1990-03-07,Ж,2014,M,3,Болид,21
15749,7040611433,Белозеров,Конон,Ефимович,1980-11-28,М,2019,А,4,Автомаг,1
15750,2475722781,Воробьева,Пелагея,Сергеевна,1955-05-22,Ж,1997,А,5,Профессионал,42
15751,8270631625,Фадеева,Фёкла,Рубеновна,1991-09-05,Ж,2010,M,2,Восток,73
15752,2645416409,Гусев,Панфил,Власович,1956-03-29,М,1976,M,1,Мустанг,83
15753,8809494553,Гаврилов,Радислав,Валерьянович,1993-09-10,М,2020,M,5,Автостарт,60
15754,6894423712,Воронцова,Алевтина,Леоновна,1990-12-03,Ж,2013,А,4,Аверс,44
15755,8067354871,Савина,София,Натановна,1958-04-03,Ж,1981,M,2,Конкорд,51
15756,9736314161,Гурьева,Зинаида,Николаевна,2003-03-28,Ж,2021,M,2,Флагман,31
15757,6516266665,Мельникова,Любовь,Леонидовна,2002-10-18,Ж,2020,M,4,Автодрайвер,48
15758,9441041127,Бирюков,Модест,Елизарович,1998-02-11,М,2018,M,5,Автодрайв,46
15759,5543357512,Гришин,Тихон,Измаилович,1958-12-12,М,2006,M,5,Учебка,76
15760,2204467536,Полякова,Валерия,Георгиевна,1965-08-22,Ж,2009,M,1,Стрела,19
15761,7335163951,Кулаков,Владимир,Фролович,1964-07-01,М,2013,M,3,Дилижанс,79
15762,4895890996,Горбачев,Флорентин,Аверьянович,1975-03-27,М,2004,А,1,Импульс,29
15763,6701599061,Воронов,Парфен,Феликсович,1991-09-23,М,2021,M,4,Практика,57
15764,5129598015,Казакова,Лора,Егоровна,1978-04-15,Ж,2011,А,4,Престиж,91
15765,2990841848,Попова,Виктория,Болеславовна,1976-07-04,Ж,1994,А,3,Автолюбитель,10
15766,1341168032,Лобанова,Ирина,Ильинична,1987-02-07,Ж,2021,M,1,Автофакультет,24
15767,9489895568,Петров,Иннокентий,Яковлевич,1994-01-18,М,2013,M,2,Молния,55
15768,8846080057,Морозов,Прокофий,Владиленович,1952-04-11,М,2005,M,4,Автокласс,61
15769,7089001349,Филиппов,Евсей,Герасимович,1954-08-14,М,1981,А,1,Авто-Премиум,65
15770,0284153158,Архипова,Лукия,Феликсовна,1997-05-26,Ж,2020,M,1,Луч,32
15771,5500275687,Воробьева,Лукия,Захаровна,1956-12-26,Ж,1999,M,5,Крутой поворот,22
15772,7192197558,Попова,Фёкла,Леонидовна,2000-11-21,Ж,2018,M,1,Автомаг,87
15773,3058787271,Горбунова,Лукия,Харитоновна,1979-03-02,Ж,2021,А,3,Автоперекресток,3
15774,7045161175,Михеев,Аггей,Ааронович,1966-03-20,М,2015,M,2,Победа,20
15775,8029059431,Титов,Дорофей,Брониславович,1995-02-03,М,2015,M,5,За рулем,91
15776,7169363271,Зимина,Лора,Архиповна,1956-10-05,Ж,2016,M,2,Метеор,33
15777,2103467771,Антонова,Тамара,Андреевна,1969-07-26,Ж,2006,M,5,Фордевинд,76
15778,3939885520,Лазарев,Гостомысл,Артёмович,1969-12-09,М,2019,M,3,Стажер,58
15779,0826534631,Агафонов,Родион,Даниилович,1994-08-27,М,2012,А,3,Профессионал,12
15780,6568212740,Юдина,Надежда,Ильинична,1969-09-22,Ж,2018,А,4,Зебра,78
15781,3422668567,Титов,Юлий,Феофанович,1968-09-22,М,2003,M,5,Фаворит,23
15782,1761585783,Воробьев,Поликарп,Арсеньевич,1975-11-01,М,2000,M,3,Балтик-Стар,91
15783,3201442089,Тимофеева,Нонна,Михайловна,1962-05-02,Ж,2003,M,5,Лучший водитель,21
15784,4112227167,Самсонов,Ратибор,Захарьевич,1985-02-18,М,2021,M,1,Штурман,18
15785,0221912029,Казаков,Сигизмунд,Вячеславович,1953-11-15,М,1972,А,5,Автомобилист,61
15786,6022097537,Соколов,Влас,Димитриевич,2003-03-07,М,2021,А,3,Автофил,39
15787,1726663088,Прохорова,Раиса,Афанасьевна,1967-01-22,Ж,2010,M,4,Драйвин,9
15788,0826800601,Павлов,Рюрик,Марсович,1964-01-05,М,1987,А,3,Знак,77
15789,9280965112,Соколова,Милица,Константиновна,1955-04-27,Ж,1995,А,4,Зеленый свет,16
15790,2322572476,Павлова,Анжела,Юрьевна,1951-09-20,Ж,2020,M,2,Априори,24
15791,5874642766,Дементьев,Тит,Игоревич,1998-12-14,М,2018,А,1,Знак,17
15792,1397905067,Давыдова,Таисия,Харитоновна,1982-02-25,Ж,2010,M,1,Цифры,16
15793,8873074750,Козлов,Софрон,Жанович,1981-09-29,М,2005,M,4,Автолайф,53
15794,6465074555,Костина,Наина,Геннадиевна,1956-06-28,Ж,2010,А,2,Автоновичок,34
15795,9220002324,Миронова,София,Мироновна,1956-10-21,Ж,2018,А,3,Лучший водитель,51
15796,9458046606,Ермаков,Соломон,Эдуардович,1978-10-17,М,2003,А,2,Ментор,79
15797,9802498675,Пахомов,Ладислав,Ярославович,1963-03-08,М,1998,M,4,Бумеранг,75
15798,3222074110,Рожкова,Ольга,Валериевна,1959-03-11,Ж,2005,M,4,Авто-Импульс,26
15799,9702578689,Веселова,Елизавета,Филипповна,1981-07-06,Ж,2005,M,5,Лидер,56
15800,2190475787,Суворова,Зоя,Рубеновна,1971-11-18,Ж,1998,А,2,Авто-Импульс,74
15801,2128146447,Колобова,Елена,Никифоровна,1999-06-29,Ж,2018,А,4,Практика,51
15802,9056517855,Наумова,Татьяна,Константиновна,1984-02-28,Ж,2002,M,1,Норд-Вест,78
15803,2688797929,Вишнякова,Олимпиада,Филипповна,1986-02-18,Ж,2005,M,5,Хайвэй,36
15804,4272376535,Мельникова,Зоя,Оскаровна,1964-04-07,Ж,2007,А,5,Магистраль,21
15805,1369944944,Захаров,Лонгин,Алексеевич,1961-07-09,М,1997,А,3,Мак-Авто,92
15806,1659210242,Назарова,Зинаида,Юльевна,1978-09-07,Ж,2016,M,1,Чайка,52
15807,1592485088,Мишин,Любомир,Геннадиевич,1996-07-29,М,2015,А,2,Садовое Кольцо,4
15808,1291282189,Владимиров,Мартын,Устинович,2002-07-05,М,2021,А,1,Бумеранг,1
15809,5112716428,Герасимов,Эдуард,Ярославович,1986-02-15,М,2015,M,1,Новые горизонты,71
15810,9938170032,Королева,Мария,Ильинична,1957-07-16,Ж,1998,А,3,Правый руль,91
15811,0872680534,Сидоров,Анатолий,Геннадиевич,2003-08-06,М,2021,А,4,Ралли Шоп,66
15812,4942409495,Кириллова,Ираида,Тимофеевна,1958-06-09,Ж,2010,А,5,Первоклассная,20
15813,1540013558,Соколов,Ипатий,Бенедиктович,1979-07-20,М,2008,M,3,Автоперекресток,39
15814,6066885803,Кузнецов,Евстафий,Игоревич,1958-11-24,М,2002,А,1,Автомобилист,63
15815,8811252290,Костин,Соломон,Ефимович,1968-03-04,М,1993,M,1,Фортуна,59
15816,1562168710,Потапов,Мариан,Арсеньевич,1979-07-01,М,2004,А,2,Умный водитель,11
15817,7517523524,Никифоров,Агап,Изотович,1956-09-19,М,1985,А,1,Чайка,46
15818,9258072011,Полякова,Вероника,Макаровна,1980-08-07,Ж,2004,M,1,Хочу рулить,99
15819,5833762403,Большакова,Людмила,Ивановна,1954-08-31,Ж,2016,M,4,Знак,2
15820,6273574715,Крылов,Афанасий,Гордеевич,1956-11-30,М,1982,А,4,Новая Автошкола,59
15821,1284338214,Кузьмин,Мстислав,Трофимович,1985-11-13,М,2021,M,3,Автолайф,58
15822,2526918397,Симонова,Вера,Леонидовна,1952-11-03,Ж,1979,А,5,Хочу рулить,42
15823,8048218681,Боброва,Ульяна,Ефимовна,1954-02-28,Ж,2014,А,2,Луч,5
15824,6624607413,Крылов,Мариан,Всеволодович,1968-02-09,М,2007,А,3,Антей,36
15825,1137856933,Шилова,Марфа,Анатольевна,1963-03-14,Ж,2014,M,4,"Эх, научу!",8
15826,1098621312,Абрамов,Венедикт,Бориславович,1991-01-14,М,2016,А,4,Априори,26
15827,1894015685,Макарова,Евфросиния,Харитоновна,1966-07-13,Ж,1989,M,3,Автолюбитель,49
15828,4253747493,Лыткина,Евфросиния,Тарасовна,1952-05-16,Ж,1988,А,1,Восток,62
15829,5862051601,Щукина,Ирина,Рубеновна,1996-08-11,Ж,2014,А,3,Альфа,89
15830,7311754302,Пономарев,Варлаам,Фомич,1969-08-11,М,1993,А,4,Луч,50
15831,2877287525,Журавлева,Светлана,Богдановна,1980-03-23,Ж,2002,А,3,Автоэлита,72
15832,2691310103,Блинов,Тимофей,Харламович,1971-07-05,М,1999,M,3,Автолайн,44
15833,1814681308,Рябова,Наталья,Егоровна,1994-12-06,Ж,2014,А,4,Лучший водитель,78
15834,4294710773,Рыбаков,Кондрат,Ильясович,1994-11-09,М,2019,А,5,Фордевинд,31
15835,3571535033,Куликов,Остап,Гавриилович,2000-09-24,М,2021,А,1,Движение,77
15836,0942354500,Зимин,Епифан,Теймуразович,1957-11-06,М,2011,А,4,Автостиль,23
15837,1527478474,Дементьев,Спартак,Исидорович,1958-08-29,М,2005,А,3,Метеор,86
15838,7127794114,Степанов,Наркис,Анисимович,1980-08-14,М,2011,M,4,Автоновичок,67
15839,1175621982,Одинцов,Савелий,Дорофеевич,1967-12-29,М,2017,M,3,В движении,43
15840,5522701420,Маслова,Марина,Петровна,1993-10-06,Ж,2021,M,3,Шоссе,26
15841,3422121759,Котов,Владлен,Демьянович,2002-07-27,М,2021,А,1,Гарант,25
15842,7199107198,Горбачева,Юлия,Кузьминична,1958-09-03,Ж,1995,M,3,Виртуоз,34
15843,6936310456,Ильин,Виссарион,Феликсович,1981-08-08,М,2008,M,4,Вираж,25
15844,6807357056,Коновалов,Остап,Александрович,1958-11-21,М,1982,А,4,Азбука дорог,41
15845,7767003442,Комиссаров,Елизар,Августович,1964-05-20,М,2011,А,3,Первоклассная,7
15846,4267033737,Жданова,Василиса,Геннадиевна,1969-11-05,Ж,2021,M,2,Стажер,62
15847,4435023846,Селезнева,Вера,Кирилловна,1978-09-17,Ж,2005,M,3,Приоритет,31
15848,1005186161,Кондратьева,Лукия,Артемовна,1959-12-18,Ж,1989,M,5,Практика,60
15849,4910767614,Давыдова,Олимпиада,Тарасовна,1951-02-15,Ж,1994,M,3,АвтоАкадемия,39
15850,1444746016,Александрова,Ульяна,Захаровна,1997-12-14,Ж,2019,M,2,Филин,59
15851,9603656479,Бурова,Тамара,Робертовна,1976-02-16,Ж,1995,А,2,Академия вождения,59
15852,7715464283,Сидоров,Ипполит,Жоресович,1967-08-19,М,2011,А,5,Дебют,50
15853,8181123011,Дмитриев,Амос,Авдеевич,2002-06-16,М,2021,А,1,Болид,9
15854,8134547092,Шестаков,Кондрат,Александрович,1964-03-12,М,1988,А,1,Форсаж,41
15855,2270969257,Куликов,Авдей,Якубович,1985-08-02,М,2012,M,2,Лучший водитель,63
15856,8055724339,Степанова,Антонина,Владиславовна,1982-04-20,Ж,2002,M,5,Автодрайв,4
15857,3169027142,Дорофеев,Олег,Федосьевич,1981-01-01,М,1999,M,5,Авто-Импульс,83
15858,7721480870,Нестеров,Святослав,Еремеевич,1967-04-14,М,1992,M,3,АвтоАс,99
15859,9063605079,Щербаков,Фортунат,Арсенович,1968-03-10,М,2009,А,4,Курсор,75
15860,2718846339,Савельев,Харлампий,Данилович,1962-09-20,М,1985,А,4,Восток,3
15861,7664102419,Игнатьева,Вероника,Яковлевна,1959-05-18,Ж,2010,А,3,Азбука дорог,22
15862,2799654975,Андреев,Клавдий,Елизарович,2002-03-23,М,2021,M,5,Лучший водитель,50
15863,0926209872,Никитин,Карп,Игнатьевич,1975-07-10,М,2017,А,4,Мотор,87
15864,5120194308,Меркушев,Семен,Ефстафьевич,1990-06-11,М,2016,M,3,Садовое Кольцо,34
15865,6964905388,Борисов,Епифан,Валерианович,1972-06-13,М,1992,А,5,Клаксон,75
15866,3490444960,Носкова,Вероника,Семеновна,1975-01-10,Ж,2013,M,1,Маневр,1
15867,3227313727,Кудрявцева,Тамара,Павловна,1990-01-16,Ж,2018,M,1,Автолайф,24
15868,1578545310,Антонов,Еремей,Фокич,1963-03-11,М,1987,А,2,Добрый путь,51
15869,5608625283,Вишнякова,Полина,Викторовна,1980-04-26,Ж,2021,А,5,Альтернатива,51
15870,8765310132,Лихачева,Юлия,Романовна,1962-09-26,Ж,1987,А,1,А-Класс,78
15871,5954263108,Шестакова,Юлия,Владиславовна,1950-12-18,Ж,2017,А,1,Учебка,25
15872,6801868122,Шашков,Макар,Дорофеевич,2001-02-25,М,2021,А,2,Автознание,39
15873,9277719120,Давыдова,Октябрина,Афанасьевна,1972-12-01,Ж,1997,А,3,Зеленая волна,42
15874,3062045442,Зайцев,Ярополк,Анисимович,1963-01-10,М,1996,А,2,Движение,39
15875,6448903962,Анисимова,Наталья,Кузьминична,1961-05-19,Ж,1997,M,2,Центральная автошкола,23
15876,5257558407,Васильев,Адриан,Иосифович,1989-07-06,М,2008,А,2,Армада,11
15877,3227230375,Дементьева,Элеонора,Константиновна,1963-07-18,Ж,2021,M,3,АвтоАс,53
15878,6052440759,Красильников,Владилен,Матвеевич,1976-11-07,М,1998,А,3,Профессионал,10
15879,7863576358,Федосеев,Ираклий,Фадеевич,1997-10-24,М,2019,А,2,АртДрайв,99
15880,7131848188,Кононов,Олимпий,Елисеевич,1996-03-21,М,2015,M,5,Авто-Механика,16
15881,2254933281,Громов,Емельян,Артемьевич,1991-06-08,М,2017,M,5,Зеленая миля,22
15882,7802667089,Сорокин,Давыд,Антипович,1992-08-13,М,2020,M,4,Молодость,86
15883,6045165035,Костин,Фирс,Игнатович,1983-09-23,М,2006,M,5,Юность,40
15884,4244502295,Максимов,Любим,Эдгарович,1995-07-30,М,2018,А,5,Болид,83
15885,6802523815,Дорофеева,Надежда,Тимуровна,1975-08-30,Ж,2016,M,2,Сириус,8
15886,6727593004,Рогова,Марфа,Эльдаровна,1976-06-29,Ж,2009,M,4,Золотой руль,15
15887,7167068609,Емельянов,Рубен,Тимурович,2001-07-06,М,2021,M,1,Курсант,9
15888,7845647477,Дмитриева,Людмила,Тарасовна,2002-01-21,Ж,2021,M,4,Топ Драйв,6
15889,1102278799,Новикова,Галина,Яковлевна,1957-10-04,Ж,2014,А,4,Дорожная Азбука,72
15890,6396796303,Евсеева,Наина,Аркадьевна,1987-02-21,Ж,2009,M,2,Физика вождения,29
15891,3642965915,Горшкова,Фёкла,Кирилловна,1952-11-22,Ж,1996,А,2,Мотор,43
15892,4604960556,Романова,Ия,Робертовна,1993-09-10,Ж,2017,M,5,Гарант,22
15893,4121716901,Орлова,Кира,Максимовна,2002-04-09,Ж,2021,А,4,Мир,99
15894,3846360352,Михайлова,Октябрина,Игоревна,1984-01-19,Ж,2010,А,5,Движение,31
15895,4210447182,Агафонов,Эдуард,Брониславович,1997-08-26,М,2015,А,2,Кристалл,48
15896,4450139166,Белова,Ирина,Михайловна,1953-01-25,Ж,1997,А,5,Арго,4
15897,7900994391,Никонов,Фока,Эдгардович,1957-07-09,М,2016,M,4,Профессионал,24
15898,5511387282,Прохорова,Людмила,Ивановна,1956-08-07,Ж,1983,А,2,Автополис,24
15899,0356359723,Турова,Лариса,Ефимовна,1974-01-22,Ж,2001,M,3,За рулем,35
15900,7463214623,Белоусов,Натан,Власович,1977-10-06,М,2020,M,5,Маневр,78
15901,7035206894,Петров,Матвей,Яковлевич,1997-04-14,М,2021,А,1,Дакар,74
15902,6692591474,Дорофеев,Тарас,Геннадиевич,1951-08-08,М,1977,А,4,Экипаж,14
15903,1007611843,Жданова,Ульяна,Викторовна,1994-01-16,Ж,2015,M,4,Клаксон,11
15904,8592714292,Кошелев,Мир,Ааронович,2001-03-20,М,2019,А,5,Клаксон,40
15905,3253045683,Ефремова,Регина,Дмитриевна,1956-02-02,Ж,2020,А,2,Учебка,39
15906,4249539040,Мельникова,Пелагея,Дмитриевна,1973-02-20,Ж,2008,А,2,Авто-Профи,57
15907,0623357505,Сысоева,Кира,Александровна,1994-11-30,Ж,2021,А,4,Автофактор,8
15908,6595140049,Мухин,Софон,Феодосьевич,1981-10-16,М,2001,А,2,Шумахер,12
15909,7353951732,Тимофеев,Ким,Архипович,1970-10-18,М,2020,M,4,Болид,66
15910,1489941520,Овчинников,Давыд,Ефимьевич,1994-09-12,М,2021,M,3,Бумер,34
15911,1153849272,Давыдова,Евфросиния,Вадимовна,2002-05-09,Ж,2020,А,4,Мустанг,51
15912,2782834424,Харитонов,Демьян,Эдуардович,1961-10-11,М,1994,А,3,Штурман,51
15913,1620380372,Федорова,Вера,Ждановна,1987-12-09,Ж,2016,M,5,Дюк,40
15914,2567376869,Соколов,Валентин,Елизарович,1971-11-22,М,2017,M,4,Орлан,65
15915,4687032160,Панфилова,Наина,Аркадьевна,1969-04-09,Ж,2020,А,5,Вектор,68
15916,9890941784,Фокина,Дарья,Борисовна,1976-05-15,Ж,2019,M,4,Чайка,68
15917,7009870473,Колесников,Касьян,Ефимович,1997-03-05,М,2021,А,3,Автоград,12
15918,4265295712,Мельникова,Ия,Юльевна,1966-12-11,Ж,1993,M,1,Мастер-класс,25
15919,4676259712,Горбунов,Владлен,Харлампьевич,1971-10-11,М,1998,А,2,Молния,45
15920,7522420061,Беляков,Ратибор,Феоктистович,1989-12-04,М,2010,M,3,Новая Автошкола,23
15921,4396088527,Потапов,Виталий,Фёдорович,1964-02-26,М,1998,M,3,Армада,44
15922,2680425064,Герасимов,Никон,Григорьевич,2003-08-26,М,2021,M,3,Автолайф,89
15923,8258425060,Кулагина,Маргарита,Руслановна,1957-05-01,Ж,2002,M,3,Молодость,58
15924,6327967511,Лаврентьев,Евсей,Тарасович,1979-03-27,М,2005,M,3,Автомаг,20
15925,2650661570,Колобов,Фотий,Эдгардович,1976-11-02,М,1997,А,4,Зеленый свет,86
15926,1527117746,Григорьева,Ия,Кирилловна,1988-07-25,Ж,2006,А,5,Автомобилист,3
15927,1918013290,Журавлев,Гордей,Афанасьевич,1975-10-30,М,1998,M,4,Локомотив,24
15928,6667254532,Бобылев,Корнил,Владиславович,1956-05-10,М,2020,А,1,Евродрайв,10
15929,0741048857,Вишнякова,Фёкла,Ждановна,1993-11-04,Ж,2017,M,3,Новые горизонты,70
15930,3606091901,Гордеева,Оксана,Юльевна,1970-02-13,Ж,2015,M,3,"Эх, научу!",76
15931,8578279206,Виноградов,Чеслав,Филатович,1986-03-31,М,2017,А,4,Топаз,6
15932,2915057063,Александрова,Синклитикия,Андреевна,1972-02-08,Ж,2020,M,2,Курсор,2
15933,8550821282,Пахомова,Оксана,Ждановна,1957-04-24,Ж,2010,M,4,Эстафета,40
15934,0530215374,Назаров,Иван,Тимурович,1981-03-25,М,2004,А,3,Зеленый свет,16
15935,2765528906,Тарасова,Лукия,Кузьминична,1984-03-12,Ж,2013,А,3,Перекресток,15
15936,8495366965,Петров,Сила,Васильевич,2002-02-22,М,2021,M,1,Адреналин Драйв,27
15937,2651978566,Лихачева,Ирина,Ивановна,1967-05-07,Ж,2001,А,1,Восток,20
15938,0077931830,Меркушева,Иванна,Натановна,2003-06-04,Ж,2021,M,5,Маневр,43
15939,5221953404,Филатов,Андрон,Эдгардович,1955-03-20,М,2002,А,3,Дюк,61
15940,0757252606,Рябов,Мстислав,Харлампович,2002-03-28,М,2021,А,1,Хочу рулить,59
15941,4969441566,Кудрявцева,Валентина,Альбертовна,1959-11-08,Ж,2001,А,4,Формула скорости,30
15942,7013687917,Петрова,Тамара,Валентиновна,1991-10-31,Ж,2010,А,2,Пилот,63
15943,0226170868,Туров,Христофор,Филимонович,1958-02-08,М,2003,M,5,Центральная автошкола,53
15944,9304829712,Кузнецов,Данила,Фролович,1973-11-10,М,1992,А,4,Универсал,53
15945,1073044308,Некрасов,Никита,Димитриевич,1955-12-06,М,2009,M,4,А-Класс,37
15946,0683721396,Рожков,Адриан,Жоресович,1970-05-29,М,2014,А,4,Зеленая миля,18
15947,4033637237,Афанасьев,Автоном,Харламович,1984-07-29,М,2008,А,2,Престиж,22
15948,2135538740,Горбунов,Аполлинарий,Чеславович,1991-03-06,М,2012,А,2,Автомобилист,44
15949,3070870025,Сергеева,Марфа,Натановна,1956-05-06,Ж,1976,А,1,Формула-1,26
15950,6341737379,Доронин,Казимир,Григорьевич,1981-01-08,М,2014,А,4,Автоправо,63
15951,8247991523,Панфилова,Антонина,Оскаровна,1980-10-03,Ж,2014,M,5,АвтоАс,69
15952,9780030122,Кондратьев,Орест,Иосифович,1967-02-18,М,1993,А,5,"Эх, научу!",74
15953,2939133417,Панфилова,Майя,Яковлевна,1983-10-19,Ж,2018,А,2,Автодрайвер,25
15954,3712025877,Буров,Николай,Геннадиевич,1986-06-09,М,2005,А,3,Тутти плюс,33
15955,6015807963,Егоров,Иларион,Феоктистович,1991-08-19,М,2019,А,2,Метеор,5
15956,2506133351,Рогова,Синклитикия,Петровна,1978-09-07,Ж,2008,А,5,Автоштурман,47
15957,4163720288,Якушев,Сильвестр,Викентьевич,1997-02-08,М,2021,M,5,Ягуар,22
15958,2091501439,Алексеев,Ратибор,Федотович,1993-06-29,М,2011,А,5,Автоотличник,32
15959,7116179128,Полякова,Нина,Рудольфовна,1976-04-28,Ж,2019,А,5,Стажер,31
15960,4612570299,Зыкова,Эмилия,Тимуровна,1979-01-12,Ж,2000,M,5,Стрела,74
15961,4655592233,Коновалова,Евгения,Вениаминовна,1982-03-22,Ж,2003,А,5,Эстафета,69
15962,2363983436,Виноградов,Марк,Давыдович,1999-08-03,М,2020,M,1,Автолюбитель,68
15963,4613133478,Соболева,Кира,Григорьевна,1952-06-29,Ж,2013,А,1,Прайм-Авто,53
15964,3516958625,Шашков,Всемил,Бенедиктович,1969-11-23,М,2008,M,2,Минуэт,11
15965,9994036780,Емельянов,Рубен,Германович,1976-12-31,М,2012,А,3,Формула-1,60
15966,8211582957,Попов,Эрнст,Викентьевич,1999-12-04,М,2017,M,4,Автоотличник,83
15967,8163403863,Лаврентьев,Всеволод,Устинович,1994-10-01,М,2017,M,3,Лидер,28
15968,5395387630,Лыткин,Изот,Феофанович,1989-03-18,М,2009,А,5,Зеленая волна,53
15969,4347976256,Лыткин,Иларион,Исидорович,1951-09-13,М,1973,А,1,Восток-ралли,15
15970,5778479585,Киселев,Василий,Ермолаевич,2002-09-14,М,2020,M,2,Новые горизонты,50
15971,4145886034,Авдеева,Наталья,Георгиевна,1996-12-28,Ж,2019,А,3,Движение,15
15972,0764960433,Комиссарова,Варвара,Анатольевна,1953-06-07,Ж,1994,M,4,Топаз,78
15973,1384363234,Рябова,Маргарита,Натановна,1971-05-17,Ж,2005,M,1,Восток-ралли,23
15974,9500474484,Миронова,Агафья,Яковлевна,1973-08-01,Ж,1997,M,2,Стажер,51
15975,8899516853,Дроздова,Анна,Кузьминична,1960-07-31,Ж,1981,M,2,Зебра,53
15976,4747080735,Евдокимова,Алина,Афанасьевна,1985-08-26,Ж,2008,А,5,Профессионал,18
15977,5920934497,Блинов,Авксентий,Даниилович,1993-07-09,М,2019,M,4,Автомобилист,37
15978,4980240317,Орлова,Евфросиния,Степановна,1971-07-01,Ж,2010,А,4,АвтоАкадемия,67
15979,9951666348,Карпов,Никон,Дорофеевич,1996-09-06,М,2015,M,4,Филин,83
15980,1714132248,Андреева,Лариса,Степановна,1995-05-07,Ж,2014,А,3,Чайка,60
15981,3783827938,Герасимов,Иван,Гаврилович,1961-06-23,М,1993,А,2,АвтоАс,7
15982,8464894745,Терентьева,Агафья,Наумовна,1959-08-20,Ж,2019,А,1,Автогалактика,24
