,driver_id,passport_id,surname,name,middle_name,date_of_birth,sex,year_of_get_license,study_transmission,attemps_of_pass,autoschool,region_id
12090,12091,9198825540,Блохина,Нина,Захаровна,2000-05-07,Ж,2019,механика,5,Золотой руль,79
12091,12092,3608952595,Кулаков,Ладимир,Тихонович,1978-11-19,М,2021,механика,5,Новый вираж,25
12092,12093,0675523251,Шилова,Фаина,Андреевна,1981-09-07,Ж,1999,автомат,1,Курсор,12
12093,12094,5511519068,Шубина,Лидия,Эльдаровна,1971-05-09,Ж,2016,механика,2,Априори,62
12094,12095,4694805963,Шилова,Светлана,Андреевна,1969-10-22,Ж,1992,автомат,4,Коррэктъ,16
12095,12096,3757369647,Кононова,Наина,Матвеевна,2001-06-02,Ж,2021,механика,1,Метеор,58
12096,12097,3806936233,Максимов,Венедикт,Артёмович,1972-01-28,М,1995,механика,3,Крутой поворот,59
12097,12098,5010248199,Одинцов,Сильвестр,Давыдович,1997-01-10,М,2019,механика,1,Шоссе,38
12098,12099,0597692782,Смирнов,Тимур,Ануфриевич,1984-05-03,М,2018,механика,4,Цифры,34
12099,12100,1979078117,Панова,Октябрина,Никифоровна,1973-07-27,Ж,2007,механика,3,Автолицей,49
12100,12101,3209225702,Панфилова,Маргарита,Андреевна,1988-03-11,Ж,2020,автомат,2,Восток-ралли,66
12101,12102,5293555779,Голубев,Тимофей,Ануфриевич,2002-07-31,М,2021,автомат,4,Новые горизонты,73
12102,12103,2135009935,Кузнецова,Акулина,Александровна,1976-12-01,Ж,1994,механика,5,АртДрайв,2
12103,12104,6284459939,Евдокимова,Ираида,Борисовна,1986-07-16,Ж,2015,механика,5,Дюк,73
12104,12105,6639648618,Захаров,Амвросий,Ярославович,2000-02-14,М,2019,механика,2,Приоритет,26
12105,12106,8549325084,Кошелев,Эрнест,Иосифович,1957-06-25,М,1993,автомат,5,Автоперекресток,44
12106,12107,2504106750,Исаев,Аверьян,Эдуардович,1983-08-28,М,2004,автомат,5,Молния,9
12107,12108,6649868454,Силина,Ольга,Богдановна,1984-11-22,Ж,2015,механика,5,Авто-Премиум,45
12108,12109,2789922990,Соболева,Лукия,Юльевна,1967-11-25,Ж,2005,механика,2,Новичок,70
12109,12110,8052998434,Субботин,Милен,Ануфриевич,1997-07-19,М,2018,автомат,2,Автознание,92
12110,12111,9273741301,Сидоров,Эраст,Борисович,1984-08-07,М,2004,автомат,4,Старт,7
12111,12112,4955769417,Гусев,Самсон,Ефстафьевич,1971-04-03,М,2009,механика,4,Автолайф,62
12112,12113,1688562963,Никонов,Гурий,Афанасьевич,1957-10-22,М,1975,механика,3,Новичок,64
12113,12114,3377667529,Афанасьев,Трифон,Давыдович,1962-08-24,М,1983,автомат,5,Альфа,99
12114,12115,6801800400,Комиссаров,Гурий,Матвеевич,1996-11-30,М,2018,автомат,1,Эстафета,51
12115,12116,9151239996,Шаров,Никон,Трофимович,1954-11-04,М,1974,механика,3,Топ Драйв,69
12116,12117,0998409928,Гурьева,Нинель,Ниловна,1951-05-05,Ж,1987,механика,5,Первоклассная,91
12117,12118,0806936660,Федосеева,Наина,Натановна,1963-01-05,Ж,2005,механика,1,Авто-Навык,59
12118,12119,7830380817,Цветков,Фадей,Гавриилович,1979-12-28,М,2017,автомат,1,Навигатор,24
12119,12120,7557352008,Игнатьев,Руслан,Фёдорович,1982-02-28,М,2016,механика,4,Авто-Импульс,13
12120,12121,8211434346,Игнатьева,Октябрина,Леоновна,1974-04-07,Ж,2012,механика,3,Онега,74
12121,12122,0649378586,Родионова,Регина,Альбертовна,1951-06-05,Ж,1992,автомат,4,Транс-Миссия,19
12122,12123,2636529228,Князев,Ермолай,Трифонович,1978-08-06,М,2015,автомат,2,Малина,34
12123,12124,4290714331,Титова,Дарья,Александровна,2003-03-11,Ж,2021,автомат,5,Автоштурман,51
12124,12125,9349151770,Горбунов,Архип,Иосифович,1957-04-30,М,2020,автомат,4,Зеленая волна,87
12125,12126,0096093426,Евдокимов,Кондратий,Ильич,1970-12-26,М,2002,механика,2,Онега,32
12126,12127,2810646247,Тетерин,Кондратий,Эдуардович,1955-08-02,М,1980,механика,3,Форсаж,16
12127,12128,6905536456,Белоусова,Нина,Оскаровна,1963-12-28,Ж,1984,механика,2,АвтоАкадемия,92
12128,12129,3437272116,Степанова,Евфросиния,Никифоровна,1955-10-28,Ж,2008,механика,1,Шумахер,9
12129,12130,1053302796,Овчинников,Демид,Жанович,1953-09-06,М,1995,автомат,2,Автополис,18
12130,12131,1520762057,Харитонов,Никита,Юльевич,1954-03-12,М,1998,механика,4,Супер-автошкола,14
12131,12132,5139955734,Громова,Екатерина,Рудольфовна,1964-11-29,Ж,1996,автомат,5,Автолюбитель,13
12132,12133,6842263294,Никонова,Ольга,Евгеньевна,1962-11-04,Ж,1996,механика,1,Эстакада,17
12133,12134,6283063169,Исаков,Эмиль,Аксёнович,1991-11-12,М,2010,механика,5,Автоперекресток,91
12134,12135,7871847619,Дроздов,Ладислав,Эдгардович,1988-05-19,М,2018,автомат,1,Виртуоз,45
12135,12136,4443885753,Петухова,Элеонора,Наумовна,1962-08-30,Ж,1980,механика,4,Супер-автошкола,92
12136,12137,2363747103,Игнатова,Вера,Тимуровна,1992-02-24,Ж,2017,автомат,4,Автодрайв,23
12137,12138,3618825717,Медведев,Спартак,Артурович,1994-03-09,М,2017,автомат,5,Формула-1,40
12138,12139,4142806243,Князева,Евдокия,Николаевна,1960-01-04,Ж,2014,механика,5,Леди Моторс,13
12139,12140,8838856695,Макарова,Анжелика,Никифоровна,1982-06-01,Ж,2001,механика,3,Первоклассная,83
12140,12141,4702856683,Князева,Зоя,Дмитриевна,1992-07-02,Ж,2019,автомат,3,Лучший водитель,25
12141,12142,9894370272,Козлов,Наум,Герасимович,1955-08-21,М,2006,автомат,5,Нужный шаг,1
12142,12143,9101866918,Никифоров,Парамон,Артурович,1965-03-18,М,1994,автомат,4,Формула-1,22
12143,12144,6650434359,Андреева,Василиса,Вячеславовна,1974-09-11,Ж,2004,механика,2,Новый вираж,18
12144,12145,8513994097,Некрасова,Алла,Владиславовна,1996-02-14,Ж,2021,автомат,4,Форсаж,15
12145,12146,0889876012,Прохоров,Ратибор,Ярославович,1994-03-08,М,2020,автомат,3,Знак,69
12146,12147,6104914639,Бирюков,Софон,Антипович,1966-09-10,М,2012,механика,1,Автодрайв,68
12147,12148,5855250930,Рожков,Никита,Аксёнович,1984-04-18,М,2017,автомат,2,Альфа,59
12148,12149,2491760285,Воробьев,Панкрат,Игоревич,1952-03-15,М,1980,автомат,2,Новые горизонты,71
12149,12150,8779710593,Горбунов,Александр,Анатольевич,1975-07-17,М,1995,автомат,2,Учебка,24
12150,12151,0029704120,Блохин,Федосий,Витальевич,1968-08-13,М,1992,механика,2,Онега,91
12151,12152,7151759793,Меркушева,Фёкла,Наумовна,1998-06-29,Ж,2017,автомат,5,Бэст,26
12152,12153,5362728384,Козлова,Лидия,Аркадьевна,1981-10-27,Ж,2016,автомат,4,Движение,72
12153,12154,1535966565,Ефимова,Любовь,Вячеславовна,2002-07-27,Ж,2021,автомат,2,Автолайн,4
12154,12155,1898399222,Кондратьева,Варвара,Евгеньевна,1980-12-12,Ж,2001,механика,1,"Эх, научу!",64
12155,12156,2745497535,Медведева,Тамара,Егоровна,1997-06-03,Ж,2016,автомат,2,Автоэлита,54
12156,12157,2852340465,Гордеев,Радислав,Ефимович,1952-10-06,М,1986,механика,5,Болид,14
12157,12158,4364500969,Александрова,Тамара,Игоревна,1967-01-22,Ж,1985,автомат,3,Эстафета,61
12158,12159,5492645545,Гусев,Исай,Дмитриевич,1987-07-01,М,2013,механика,2,Дебют,16
12159,12160,6997317684,Крылова,Валерия,Евгеньевна,2001-08-26,Ж,2020,механика,1,Ралли Шоп,13
12160,12161,2106938313,Фомин,Афиноген,Геннадиевич,1997-07-13,М,2021,механика,4,Клаксон,41
12161,12162,1189271367,Абрамов,Автоном,Георгиевич,2000-09-16,М,2018,автомат,5,Автолидер,63
12162,12163,9355569175,Фокин,Пров,Дорофеевич,1954-03-21,М,1996,механика,5,Автолайн,86
12163,12164,0163215472,Некрасова,Оксана,Рудольфовна,1953-08-14,Ж,1984,автомат,4,Хайвэй,40
12164,12165,5772451580,Голубев,Аникита,Фролович,1953-04-13,М,1978,автомат,5,Автолайн,92
12165,12166,1422592193,Маслов,Ювеналий,Венедиктович,1986-10-19,М,2016,механика,5,Автознание,65
12166,12167,8841232770,Андреев,Харитон,Эдгардович,1954-01-02,М,2006,автомат,1,За рулем,19
12167,12168,7216650315,Гришин,Афанасий,Трофимович,1955-03-16,М,2005,механика,2,Новичок,25
12168,12169,6333382194,Панфилов,Кузьма,Даниилович,1958-04-06,М,2014,автомат,4,Перекресток,46
12169,12170,7151509067,Тихонов,Аполлон,Дорофеевич,1952-02-02,М,1986,автомат,4,Магистраль,31
12170,12171,3202543616,Белозерова,Наталья,Ефимовна,1975-02-09,Ж,2018,автомат,4,Лидер,99
12171,12172,7376217139,Григорьева,Валерия,Афанасьевна,1953-10-23,Ж,2010,автомат,3,Автоэлита,79
12172,12173,1136028314,Беспалова,Лидия,Кузьминична,1999-06-18,Ж,2020,механика,5,Зеленая миля,6
12173,12174,5939593611,Марков,Ефим,Юлианович,1964-06-29,М,1998,автомат,5,Луч,69
12174,12175,7452493221,Аксенова,Феврония,Егоровна,1980-06-24,Ж,2021,механика,4,Авто-Навык,15
12175,12176,6362941473,Стрелкова,Клавдия,Кузьминична,1964-05-02,Ж,2014,механика,1,Физика вождения,71
12176,12177,7389492286,Максимов,Николай,Владиславович,1970-01-31,М,1997,механика,2,Восток,49
12177,12178,9693237194,Соколов,Мартын,Федосьевич,1996-02-27,М,2021,механика,2,Авто-Премиум,39
12178,12179,2239636882,Зайцева,Елизавета,Алексеевна,1973-06-15,Ж,1992,автомат,3,Восход,29
12179,12180,8791516271,Прохорова,Валентина,Рудольфовна,1990-06-28,Ж,2018,механика,2,Онега,29
12180,12181,0519795643,Кулагина,Ангелина,Аркадьевна,1991-11-23,Ж,2020,автомат,3,Ротор,86
12181,12182,0133320315,Харитонов,Всемил,Гертрудович,1968-09-08,М,1995,механика,1,Бумер,61
12182,12183,7407866415,Авдеев,Вениамин,Владиленович,2003-01-15,М,2021,механика,4,Золотой руль,16
12183,12184,8124686638,Казакова,Жанна,Геннадьевна,1969-11-03,Ж,1992,механика,5,Старт,11
12184,12185,1320638952,Михеева,Алина,Валентиновна,1989-04-28,Ж,2018,автомат,4,Автоград,43
12185,12186,2218929255,Макарова,Синклитикия,Артемовна,1952-02-05,Ж,1993,автомат,5,"Эх, научу!",17
12186,12187,0799113063,Ефремова,Алевтина,Леоновна,1979-08-12,Ж,2011,механика,5,Автомиг,58
12187,12188,3946626658,Одинцов,Ладимир,Всеволодович,1971-08-25,М,1991,автомат,4,Автолюбитель,64
12188,12189,0096424332,Федоров,Афиноген,Трифонович,1989-07-30,М,2010,механика,2,Экипаж,16
12189,12190,6097114993,Исакова,Наина,Леоновна,1995-04-08,Ж,2013,механика,3,Меркурий,7
12190,12191,7524665522,Никифорова,Маргарита,Ивановна,1981-12-01,Ж,2013,механика,3,Формула скорости,62
12191,12192,6935065522,Некрасов,Ульян,Федосьевич,1989-05-31,М,2008,механика,4,Автоперекресток,35
12192,12193,5895137389,Лихачев,Антонин,Валентинович,1988-04-21,М,2013,механика,2,Трасса,33
12193,12194,7040813876,Алексеев,Евграф,Антипович,1995-03-23,М,2019,автомат,3,Первая миля,50
12194,12195,2676632989,Никитина,Фёкла,Болеславовна,1975-02-13,Ж,2017,автомат,5,Автодрайв,26
12195,12196,8337486064,Мишин,Климент,Валентинович,2000-11-26,М,2021,автомат,4,Чемпион,54
12196,12197,0473541223,Ковалева,Зоя,Аркадьевна,1952-07-20,Ж,1992,механика,3,Ермак,14
12197,12198,4733222523,Галкина,Ульяна,Владиславовна,2000-06-26,Ж,2018,механика,3,Автоперекресток,74
12198,12199,8200826327,Горбунов,Максимильян,Ануфриевич,1994-09-24,М,2012,автомат,1,Золотой руль,83
12199,12200,8182791709,Матвеева,Анастасия,Альбертовна,1958-10-26,Ж,1992,механика,1,Стрела,71
12200,12201,3362070463,Михеева,Марфа,Семеновна,1962-10-24,Ж,2000,автомат,5,АвтоСити,12
12201,12202,0258251079,Шестакова,Таисия,Георгиевна,1989-01-22,Ж,2015,механика,1,Магистраль,20
12202,12203,9902536689,Голубева,Марина,Руслановна,1993-07-08,Ж,2016,автомат,5,Мустанг,14
12203,12204,2603047677,Григорьев,Никон,Артемьевич,2000-05-15,М,2021,автомат,3,Физика вождения,99
12204,12205,6663868747,Терентьев,Ермолай,Феоктистович,1964-05-24,М,2017,механика,3,Автолайн,73
12205,12206,9407434445,Кузьмина,Евпраксия,Андреевна,1980-07-29,Ж,2018,автомат,5,АвтоАкадемия,17
12206,12207,0568986405,Зыков,Артемий,Егорович,1966-01-19,М,1997,механика,4,Автокласс,1
12207,12208,6716235057,Филатов,Ростислав,Ааронович,1970-04-18,М,2019,механика,4,Авто-Механика,6
12208,12209,8398894034,Михайлов,Платон,Харитонович,1998-09-20,М,2019,автомат,1,100 дорог,6
12209,12210,1898907476,Баранов,Мартын,Бориславович,1968-01-11,М,1999,автомат,2,Ментор,35
12210,12211,1312020497,Ширяева,Акулина,Антоновна,1961-12-09,Ж,2006,автомат,5,Адреналин Драйв,71
12211,12212,4687455414,Маслова,Нина,Семеновна,1994-03-16,Ж,2015,механика,2,Автодрайвер,14
12212,12213,1050461147,Егоров,Фадей,Трифонович,1955-11-19,М,1980,механика,3,Минуэт,23
12213,12214,1390198580,Панфилова,Полина,Егоровна,1954-03-12,Ж,1986,механика,5,Восток,70
12214,12215,2973709174,Куликов,Ферапонт,Игнатьевич,1990-08-13,М,2014,механика,4,Фаворит,70
12215,12216,2629543966,Воронов,Самсон,Германович,1973-06-17,М,2010,автомат,1,Антей,27
12216,12217,1292225494,Кондратьев,Лукьян,Иосифович,1965-08-30,М,2012,автомат,2,Новый вираж,38
12217,12218,1701496243,Пестова,Ульяна,Мироновна,1975-03-17,Ж,2002,механика,2,АртДрайв,43
12218,12219,5860008875,Зиновьев,Анатолий,Брониславович,1960-05-28,М,2015,механика,4,Элит,20
12219,12220,0343825298,Белозерова,Вероника,Аскольдовна,1965-05-27,Ж,1998,автомат,4,Флагман,2
12220,12221,7758641814,Бирюков,Ратмир,Евстигнеевич,1967-03-17,М,1986,автомат,3,Чемпион,92
12221,12222,2814070598,Сазонова,Фаина,Валентиновна,1980-11-01,Ж,2018,автомат,2,Восход,67
12222,12223,6943766505,Денисов,Вышеслав,Ефимьевич,1951-01-29,М,1994,механика,2,Клаксон,48
12223,12224,5464219562,Шарова,Нина,Кузьминична,1975-02-04,Ж,1994,механика,1,Водитель,23
12224,12225,7544963125,Михеев,Роман,Августович,1972-04-04,М,2006,механика,1,Курсант,87
12225,12226,7700557569,Чернова,Виктория,Кузьминична,1966-05-29,Ж,2016,автомат,4,Автопилот,20
12226,12227,2949134624,Максимов,Варлаам,Юлианович,1979-06-09,М,2008,механика,2,Азбука дорог,89
12227,12228,7960578207,Голубева,Анжела,Игоревна,1997-12-22,Ж,2015,механика,1,Умный водитель,31
12228,12229,4353808221,Архипова,Елена,Харитоновна,1995-07-07,Ж,2015,механика,4,Меркурий,1
12229,12230,9481612230,Гаврилов,Савва,Евсеевич,1976-01-28,М,2021,автомат,5,Вершина,72
12230,12231,6708234895,Копылова,Евпраксия,Дмитриевна,1958-04-06,Ж,2002,автомат,2,Драйв,2
12231,12232,2825735073,Кошелева,Ульяна,Станиславовна,1995-03-30,Ж,2017,автомат,2,Успех,89
12232,12233,6486046116,Цветков,Святослав,Юлианович,1982-08-12,М,2008,механика,2,Автофакультет,61
12233,12234,5284904091,Панфилов,Азарий,Давыдович,1966-09-15,М,2011,автомат,3,Автостарт,57
12234,12235,6043152844,Константинов,Гедеон,Алексеевич,2003-08-18,М,2021,механика,2,Авто-Лига,66
12235,12236,1395573940,Ефимов,Капитон,Марсович,1960-10-24,М,1995,механика,3,Дакар,45
12236,12237,4566726667,Моисеева,Любовь,Георгиевна,1995-06-03,Ж,2021,автомат,1,Дюк,20
12237,12238,8979369515,Сысоева,Агафья,Кузьминична,1951-08-28,Ж,1978,автомат,1,Меркурий,11
12238,12239,5157306751,Семенова,Любовь,Ниловна,1998-08-27,Ж,2018,автомат,2,Азбука дорог,24
12239,12240,3118554787,Новикова,Элеонора,Тарасовна,1974-11-06,Ж,2002,автомат,4,Главная дорога,47
12240,12241,6882733229,Бурова,Евфросиния,Яковлевна,1980-12-15,Ж,2003,механика,3,Пилот,33
12241,12242,9699353583,Меркушева,Варвара,Никифоровна,1995-12-07,Ж,2016,автомат,4,Физика вождения,99
12242,12243,0896333360,Крюкова,Дарья,Богдановна,1995-10-05,Ж,2016,механика,5,Кабриолет,53
12243,12244,0023891438,Артемьева,Елизавета,Степановна,1999-04-29,Ж,2020,механика,5,Дебют,5
12244,12245,1583601613,Кулаков,Эрнст,Артурович,1983-04-12,М,2020,механика,5,Автолайф,8
12245,12246,6529512140,Рожков,Иннокентий,Зиновьевич,1972-06-30,М,2012,автомат,2,Арго,50
12246,12247,7707088640,Чернова,Тамара,Петровна,1995-02-03,Ж,2016,механика,3,Априори,26
12247,12248,1670577112,Маслова,Евдокия,Святославовна,1955-12-09,Ж,1981,механика,1,Трасса,26
12248,12249,2619917550,Горбачев,Олег,Гаврилович,1968-08-16,М,2012,механика,2,Нужный шаг,30
12249,12250,8454352080,Тихонова,Варвара,Валериевна,1978-11-12,Ж,1997,механика,2,Трасса,35
12250,12251,0349075251,Суханова,Октябрина,Анатольевна,1986-01-07,Ж,2009,автомат,2,Первая миля,4
12251,12252,7971380514,Ермакова,Вера,Яковлевна,1990-02-10,Ж,2014,автомат,3,Арго,39
12252,12253,3716492654,Носков,Викторин,Арсенович,1988-09-20,М,2016,автомат,4,Норд-Вест,22
12253,12254,8511509105,Воронова,Виктория,Дмитриевна,2002-10-21,Ж,2021,механика,4,Штурман,52
12254,12255,3815713838,Вишняков,Иосиф,Еремеевич,1987-04-18,М,2013,механика,4,Авто-Импульс,10
12255,12256,6137916772,Терентьева,Алина,Вениаминовна,1953-12-26,Ж,2010,механика,2,Вираж,60
12256,12257,2127781461,Евсеева,Лариса,Валериевна,1975-03-24,Ж,2019,механика,3,Цифры,10
12257,12258,0136203648,Моисеева,Анжелика,Руслановна,1965-08-30,Ж,1995,механика,1,Балтик-Стар,13
12258,12259,8760102259,Крюков,Изот,Терентьевич,1957-09-10,М,1996,автомат,3,Орлан,44
12259,12260,2818633644,Дроздова,Людмила,Матвеевна,1965-01-20,Ж,2018,механика,5,Дорожная Азбука,58
12260,12261,6678140559,Архипов,Януарий,Яковлевич,1967-01-16,М,1999,автомат,3,Автофил,68
12261,12262,6838507452,Родионова,Анастасия,Вячеславовна,1995-05-14,Ж,2013,механика,5,Перекресток,69
12262,12263,0466906175,Куликова,Феврония,Рудольфовна,1963-08-18,Ж,2001,автомат,3,Восток,48
12263,12264,1091290713,Самсонов,Денис,Эдгарович,1977-09-01,М,2011,механика,2,Автоновичок,35
12264,12265,7949708618,Кошелева,Надежда,Захаровна,1988-05-17,Ж,2008,механика,3,Драйвин,30
12265,12266,7024785542,Капустин,Ратмир,Дорофеевич,1982-02-01,М,2014,автомат,2,Автолицей,61
12266,12267,0762265309,Кулакова,Маргарита,Леонидовна,1966-08-25,Ж,2001,механика,4,Автоновичок,46
12267,12268,7166445644,Мартынова,Ираида,Архиповна,1988-03-21,Ж,2011,автомат,2,Молодость,74
12268,12269,9509357355,Гордеева,Ангелина,Макаровна,1965-09-14,Ж,2021,автомат,5,АвтоАс,60
12269,12270,8586214771,Красильникова,Фаина,Ефимовна,1964-01-13,Ж,2003,автомат,1,Альфа,14
12270,12271,7238925795,Лебедева,Анжелика,Дмитриевна,1975-12-03,Ж,2004,механика,3,Умный водитель,19
12271,12272,8284806934,Карпов,Харлампий,Вячеславович,1956-01-21,М,2011,механика,4,Автомиг,14
12272,12273,5613733947,Михайлова,Зинаида,Святославовна,1983-08-04,Ж,2015,механика,3,Коррэктъ,52
12273,12274,2505042547,Меркушев,Евгений,Брониславович,1990-02-12,М,2020,автомат,3,АвтоГарвард,58
12274,12275,5112820709,Журавлева,Ангелина,Геннадиевна,1963-01-18,Ж,1991,механика,3,Автоотличник,72
12275,12276,0660117345,Артемьев,Андрон,Викторович,1977-09-05,М,2021,автомат,2,Штурман,40
12276,12277,5190731701,Куликов,Любим,Богданович,1971-02-27,М,2000,механика,5,Автостарт,45
12277,12278,2702012454,Соловьев,Феоктист,Геннадиевич,1957-07-28,М,2004,механика,4,Автофактор,6
12278,12279,5727129796,Миронова,Лариса,Кирилловна,1999-10-27,Ж,2018,механика,1,Минуэт,16
12279,12280,7046279285,Мишина,Майя,Робертовна,1976-09-16,Ж,2015,механика,3,Садовое Кольцо,3
12280,12281,1899959051,Шестаков,Демид,Арсенович,1963-06-24,М,1984,автомат,2,Автопилот,65
12281,12282,2307866735,Аксенова,Нина,Семеновна,1979-10-16,Ж,2010,механика,3,Коррэктъ,19
12282,12283,8098907675,Ефремов,Лавр,Эдуардович,1994-02-26,М,2020,автомат,4,АвтоГарвард,70
12283,12284,9033543601,Горбунов,Ким,Жанович,1994-11-24,М,2014,механика,2,Автофакультет,24
12284,12285,8608637931,Кудрявцев,Антип,Демидович,1968-05-26,М,2008,механика,2,Дилижанс,75
12285,12286,8514509605,Носков,Нестор,Ефремович,1982-06-03,М,2018,механика,1,Продвинутый водитель,5
12286,12287,7350651043,Смирнова,Ольга,Захаровна,1981-12-25,Ж,2016,автомат,3,Малина,66
12287,12288,7873664515,Егорова,София,Рубеновна,1980-09-14,Ж,2000,автомат,5,А-Класс,46
12288,12289,4664489557,Михайлов,Севастьян,Глебович,1994-05-14,М,2020,механика,2,Новичок,35
12289,12290,4201600605,Морозов,Никандр,Еремеевич,1995-10-05,М,2016,механика,4,Меркурий,14
12290,12291,5881976820,Савельев,Осип,Федосеевич,1988-05-08,М,2009,механика,1,Перспектива,53
12291,12292,2160476851,Рябов,Евгений,Харламович,2002-05-21,М,2020,механика,5,Зеленая волна,15
12292,12293,9661290506,Ершова,Елизавета,Павловна,1992-12-06,Ж,2012,механика,5,Автоправо,99
12293,12294,3848880108,Русакова,Элеонора,Тарасовна,2002-10-30,Ж,2021,автомат,2,Евродрайв,30
12294,12295,7585688113,Костина,Лукия,Георгиевна,1980-05-23,Ж,2019,автомат,2,Бумеранг,8
12295,12296,4904539292,Новиков,Кондрат,Федотович,1983-02-27,М,2013,механика,4,Метеор,42
12296,12297,4861334883,Белова,Маргарита,Тарасовна,1991-02-19,Ж,2013,автомат,4,Академия вождения,24
12297,12298,8592264258,Кудрявцева,Элеонора,Феликсовна,1984-05-14,Ж,2007,автомат,3,Хочу рулить,61
12298,12299,5455890674,Игнатов,Евграф,Абрамович,2002-03-16,М,2020,автомат,2,Норд-Вест,22
12299,12300,6719141381,Лаврентьев,Натан,Антонович,1991-08-23,М,2015,автомат,1,Рокада,8
12300,12301,9855741227,Макаров,Карл,Изотович,2000-11-23,М,2021,автомат,1,Старт,59
12301,12302,2158568776,Медведев,Антонин,Харламович,1987-08-22,М,2014,механика,3,Автолидер,14
12302,12303,3994450305,Доронин,Агафон,Давыдович,1977-12-28,М,2005,механика,2,Формула скорости,50
12303,12304,6716844812,Попова,Ксения,Аркадьевна,1998-06-05,Ж,2018,автомат,3,Драйвин,2
12304,12305,8120238916,Красильников,Савватий,Эдгарович,1990-11-12,М,2016,механика,3,Дакар,43
12305,12306,2837356724,Большакова,Клавдия,Вадимовна,1976-01-10,Ж,2021,автомат,4,Арго,7
12306,12307,4854122818,Доронина,Нонна,Афанасьевна,1957-07-13,Ж,1981,автомат,3,Дорожная Азбука,71
12307,12308,8995302892,Харитонова,Маргарита,Антоновна,2002-06-17,Ж,2020,автомат,1,Вектор,44
12308,12309,8971760908,Большаков,Станимир,Зиновьевич,1999-10-21,М,2020,механика,2,Метеор,52
12309,12310,2189534777,Артемьев,Парамон,Харитонович,1977-07-18,М,2016,автомат,4,Зеленая волна,63
12310,12311,4326733800,Кондратьева,Милица,Владимировна,1981-07-19,Ж,2003,механика,1,Чемпион,77
12311,12312,1103068350,Воронцова,Василиса,Юрьевна,1981-12-30,Ж,2017,автомат,1,АвтоСити,59
12312,12313,0895351203,Овчинникова,Варвара,Эдуардовна,1992-06-21,Ж,2013,автомат,3,Транс-Миссия,37
12313,12314,3241030870,Федотов,Яков,Данилович,1959-12-21,М,2016,автомат,3,Ротор,68
12314,12315,3823478302,Брагина,Клавдия,Рудольфовна,1988-08-15,Ж,2010,механика,1,Универсал,61
12315,12316,1589104678,Копылов,Владислав,Дорофеевич,1991-05-04,М,2016,автомат,5,Прайм-Авто,63
12316,12317,2458582593,Наумова,Евгения,Геннадиевна,1979-02-17,Ж,2018,автомат,1,Автолюбитель,40
12317,12318,3840775163,Русакова,Милица,Георгиевна,1952-04-06,Ж,1980,автомат,2,Армада,45
12318,12319,8065653232,Шубина,Прасковья,Филипповна,1978-05-20,Ж,2019,механика,4,Профессионал,91
12319,12320,4160223458,Третьякова,Лидия,Захаровна,1960-12-30,Ж,1988,автомат,5,Автокласс,30
12320,12321,8356276204,Мартынова,Евдокия,Эльдаровна,1999-09-25,Ж,2019,механика,1,Курсор,41
12321,12322,6852858114,Поляков,Игнатий,Игнатьевич,1973-02-16,М,1997,автомат,5,Филин,89
12322,12323,2138532900,Ермаков,Егор,Абрамович,1980-09-13,М,2003,автомат,4,Профи,12
12323,12324,3596345078,Белов,Тарас,Гурьевич,1965-06-12,М,2003,автомат,4,Онега,76
12324,12325,2107622667,Громова,Елизавета,Константиновна,1963-10-15,Ж,2021,автомат,5,Трасса,70
12325,12326,4039166856,Елисеев,Радим,Викторович,1967-07-01,М,2016,механика,3,Цифры,73
12326,12327,6985739384,Кондратьев,Константин,Теймуразович,1982-07-16,М,2000,автомат,2,Автоправо,63
12327,12328,1860906875,Громов,Велимир,Давидович,1980-11-01,М,2012,механика,2,Мотор,34
12328,12329,4335792228,Родионов,Аскольд,Филиппович,1956-04-17,М,1988,автомат,5,Авто-Премиум,52
12329,12330,7745428713,Силина,Майя,Аркадьевна,1965-04-30,Ж,2017,механика,2,Автолайн,71
12330,12331,4463525747,Казакова,Александра,Федоровна,1986-02-06,Ж,2015,механика,5,Ягуар,75
12331,12332,1205767079,Журавлев,Поликарп,Тимурович,1967-07-22,М,2011,автомат,2,Универсал,5
12332,12333,1541568074,Боброва,Регина,Николаевна,1966-01-25,Ж,1984,механика,4,Топ Драйв,89
12333,12334,4936113494,Исаков,Автоном,Ерофеевич,1973-05-29,М,1997,механика,5,Цифры,15
12334,12335,9480786854,Федосеев,Автоном,Устинович,1954-10-22,М,1994,автомат,3,Экипаж,48
12335,12336,2490654803,Носков,Станислав,Елизарович,1958-02-05,М,2011,механика,4,Автоотличник,31
12336,12337,2078950769,Евсеев,Владлен,Арсенович,1984-03-19,М,2004,механика,5,Восток,28
12337,12338,5230184525,Лапин,Харлампий,Демьянович,2001-03-02,М,2021,механика,5,Практика,59
12338,12339,3119587604,Стрелков,Матвей,Абрамович,1988-04-12,М,2019,механика,2,Профи,71
12339,12340,8674861968,Шилова,Любовь,Львовна,1976-06-26,Ж,2016,автомат,4,Автогалактика,4
12340,12341,6678962548,Воробьева,Наина,Федоровна,1960-12-20,Ж,2001,автомат,5,Дилижанс,39
12341,12342,8826928343,Бирюков,Авдей,Чеславович,1966-07-29,М,1988,механика,1,Дакар,13
12342,12343,6597212671,Одинцов,Роман,Германович,1957-09-29,М,1994,автомат,1,Автолайн,32
